rec_rva,sec,verbosity,line,file,fmt_rva,fmt,dyn_rva
0x08EFE1F0,.rdata,VeryVerbose,367,C:\TheoryCraft\build-staging\Engine\Plugins\ChaosCloth\Source\ChaosCloth\Private\ChaosCloth\ChaosClothingSimulationCollider.cpp,0x08EFE210,Found collision skinned level set on bone index %d.,0x0A06C62A
0x08EFE278,.rdata,VeryVerbose,377,C:\TheoryCraft\build-staging\Engine\Plugins\ChaosCloth\Source\ChaosCloth\Private\ChaosCloth\ChaosClothingSimulationCollider.cpp,0x08EFE2A0,"Added collisions: %d spheres, %d capsules, %d convexes, %d boxes, %d level sets.",0x0A06C62B
0x08EFE348,.rdata,Warning,738,C:\TheoryCraft\build-staging\Engine\Plugins\ChaosCloth\Source\ChaosCloth\Private\ChaosCloth\ChaosClothingSimulationCollider.cpp,0x08EFE370,"Object '%s' has a non uniform scale, and has a cloth simulation attached. The collision volumes might no longer correctly match the shape of the mesh. Please update this component transform scale with the same value for all scale axis.",0x0A06C62C
0x08EFEE60,.rdata,Warning,286,C:\TheoryCraft\build-staging\Engine\Plugins\ChaosCloth\Source\ChaosCloth\Private\ChaosCloth\ChaosClothingSimulationMesh.cpp,0x0829A7E0,The cloth physics mesh skinning code can't cope with more than 12 bone influences.,0x0A06C6F4
0x08EFEF10,.rdata,Warning,253,C:\TheoryCraft\build-staging\Engine\Plugins\ChaosCloth\Source\ChaosCloth\Private\ChaosCloth\ChaosClothingSimulationSkeletalMesh.cpp,0x0829A7E0,The cloth physics mesh skinning code can't cope with more than 12 bone influences.,0x0A06C73C
0x08EFEFB8,.rdata,Verbose,1162,C:\TheoryCraft\build-staging\Engine\Plugins\ChaosCloth\Source\ChaosCloth\Private\ChaosCloth\ChaosClothingSimulationSolver.cpp,0x08EFEFE0,"Total area: %f, SI total area: %f",0x0A06C74C
0x08EFF0B0,.rdata,Verbose,1178,C:\TheoryCraft\build-staging\Engine\Plugins\ChaosCloth\Source\ChaosCloth\Private\ChaosCloth\ChaosClothingSimulationSolver.cpp,0x08EFF0D0,"Total mass: %f, ",0x0A06C74D
0x08EFF0F8,.rdata,Verbose,1216,C:\TheoryCraft\build-staging\Engine\Plugins\ChaosCloth\Source\ChaosCloth\Private\ChaosCloth\ChaosClothingSimulationSolver.cpp,0x08EFEFE0,"Total area: %f, SI total area: %f",0x0A06C74E
0x08EFF118,.rdata,Verbose,1234,C:\TheoryCraft\build-staging\Engine\Plugins\ChaosCloth\Source\ChaosCloth\Private\ChaosCloth\ChaosClothingSimulationSolver.cpp,0x08EFF0D0,"Total mass: %f, ",0x0A06C74F
0x08EFF138,.rdata,VeryVerbose,2022,C:\TheoryCraft\build-staging\Engine\Plugins\ChaosCloth\Source\ChaosCloth\Private\ChaosCloth\ChaosClothingSimulationSolver.cpp,0x08EFF158,"DeltaTime: %.6f, Time = %.6f",0x0A06C750
0x08F01018,.rdata,Display,47,C:\TheoryCraft\build-staging\Engine\Source\Runtime\AudioCaptureCore\Private\AudioCaptureInternal.h,0x08F01040,No Audio Capture implementations found. Audio input will be silent.,0x0A06C7FC
0x08F01138,.rdata,Warning,216,C:\TheoryCraft\build-staging\Engine\Source\Runtime\AudioCaptureCore\Private\AudioCaptureCore.cpp,0x08F01160,Attempt to write past end of buffer in OpenDefaultStream [%u],0x0A06C7FD
0x08F01248,.rdata,Warning,299,C:\TheoryCraft\build-staging\Engine\Source\Runtime\AudioCaptureCore\Private\AudioCaptureCore.cpp,0x08F01270,Attempt to write past end of buffer in GetAudioData,0x0A06C7FE
0x08F01420,.rdata,Display,46,C:\TheoryCraft\build-staging\Engine\Source\Runtime\AudioCaptureImplementations\Windows\AudioCaputureWasapi\Private\AudioCaptureWasapi.cpp,0x08F01440,FAudioCaptureWasapiStream::GetCaptureDeviceInfo: no default capture device found,0x0A06C7FF
0x08F01580,.rdata,Display,97,C:\TheoryCraft\build-staging\Engine\Source\Runtime\AudioCaptureImplementations\Windows\AudioCaputureWasapi\Private\AudioCaptureWasapi.cpp,0x08F015A0,FAudioCaptureWasapiStream::OpenAudioCaptureStream: no default capture device found,0x0A06C800
0x08F01668,.rdata,Error,81,C:\TheoryCraft\build-staging\Engine\Source\Runtime\AudioCaptureImplementations\Windows\AudioCaputureWasapi\Private\WasapiAudioFormat.cpp,0x08F01690,FWasapiAudioFormat unknown audio format,0x0A06C802
0x08F01870,.rdata,Error,52,C:\TheoryCraft\build-staging\Engine\Source\Runtime\AudioCaptureImplementations\Windows\AudioCaputureWasapi\Private\WasapiCaptureThread.cpp,0x08F01890,WasapiCapture Error: InputStream->WaitOnBuffer() reported %d timeouts during capture,0x0A06C803
0x08F019D0,.rdata,Error,56,C:\TheoryCraft\build-staging\Engine\Source\Runtime\AudioCaptureImplementations\Windows\AudioCaputureWasapi\Private\WasapiCaptureThread.cpp,0x08F019F0,WasapiCapture Error: InputStream->WaitOnBuffer() reported %d device during capture,0x0A06C804
0x08F01AC8,.rdata,Verbose,59,C:\TheoryCraft\build-staging\Engine\Source\Runtime\AudioCaptureImplementations\Windows\AudioCaputureWasapi\Private\WasapiDeviceEnumeration.cpp,0x08F01AF0,FWasapiDeviceEnumeration: Default Device='%s',0x0A06C805
0x08F01BE0,.rdata,Verbose,64,C:\TheoryCraft\build-staging\Engine\Source\Runtime\AudioCaptureImplementations\Windows\AudioCaputureWasapi\Private\WasapiDeviceEnumeration.cpp,0x08F01C00,FWasapiDeviceEnumeration: no default render device found,0x0A06C806
0x08F01C78,.rdata,Verbose,69,C:\TheoryCraft\build-staging\Engine\Source\Runtime\AudioCaptureImplementations\Windows\AudioCaputureWasapi\Private\WasapiDeviceEnumeration.cpp,0x08F01AF0,FWasapiDeviceEnumeration: Default Device='%s',0x0A06C807
0x08F01C98,.rdata,Verbose,74,C:\TheoryCraft\build-staging\Engine\Source\Runtime\AudioCaptureImplementations\Windows\AudioCaputureWasapi\Private\WasapiDeviceEnumeration.cpp,0x08F01CC0,FWasapiDeviceEnumeration: no default capture device found,0x0A06C808
0x08F01D38,.rdata,Error,110,C:\TheoryCraft\build-staging\Engine\Source\Runtime\AudioCaptureImplementations\Windows\AudioCaputureWasapi\Private\WasapiDeviceEnumeration.cpp,0x08F01D58,WasapiCapture Error: %s,0x0A06C809
0x08F01E50,.rdata,Error,178,C:\TheoryCraft\build-staging\Engine\Source\Runtime\AudioCaptureImplementations\Windows\AudioCaputureWasapi\Private\WasapiDeviceEnumeration.cpp,0x08F01D58,WasapiCapture Error: %s,0x0A06C80A
0x08F01EB0,.rdata,Error,192,C:\TheoryCraft\build-staging\Engine\Source\Runtime\AudioCaptureImplementations\Windows\AudioCaputureWasapi\Private\WasapiDeviceEnumeration.cpp,0x08F01D58,WasapiCapture Error: %s,0x0A06C80B
0x08F01ED0,.rdata,Error,200,C:\TheoryCraft\build-staging\Engine\Source\Runtime\AudioCaptureImplementations\Windows\AudioCaputureWasapi\Private\WasapiDeviceEnumeration.cpp,0x08F01D58,WasapiCapture Error: %s,0x0A06C80C
0x08F01EF0,.rdata,Verbose,213,C:\TheoryCraft\build-staging\Engine\Source\Runtime\AudioCaptureImplementations\Windows\AudioCaputureWasapi\Private\WasapiDeviceEnumeration.cpp,0x08F01F10,"Device %d: ""%s"" (%s)",0x0A06C80D
0x08F01F40,.rdata,Verbose,216,C:\TheoryCraft\build-staging\Engine\Source\Runtime\AudioCaptureImplementations\Windows\AudioCaputureWasapi\Private\WasapiDeviceEnumeration.cpp,0x08F01F60,"	BPS: %d, SR: %d",0x0A06C80E
