class,name,thunk_rva,verdict,new_vs_v1,note
UMeshDescriptionBase,GetNumEdgeConnectedTriangles,0x1F156C0,DARK,no,page 0x1F15000 all-zero
UMeshDescriptionBase,GetNumPolygonGroupPolygons,0x1F15810,DARK,no,page 0x1F15000 all-zero
UMeshDescriptionBase,GetNumPolygonInternalEdges,0x1F15960,DARK,no,page 0x1F15000 all-zero
UMeshDescriptionBase,GetNumPolygonTriangles,0x1F15AC0,DARK,no,page 0x1F15000 all-zero
UMeshDescriptionBase,GetNumPolygonVertices,0x1F15C10,DARK,no,page 0x1F15000 all-zero
UMeshDescriptionBase,GetNumVertexConnectedEdges,0x1F15D20,DARK,no,page 0x1F15000 all-zero
UMeshDescriptionBase,GetNumVertexConnectedPolygons,0x1F15E70,DARK,no,page 0x1F15000 all-zero
UMeshDescriptionBase,GetNumVertexConnectedTriangles,0x1F15FC0,DARK,no,page 0x1F15000 all-zero
UMeshDescriptionBase,GetNumVertexInstanceConnectedPolygons,0x1F160D0,DARK,no,page 0x1F16000 all-zero
UMeshDescriptionBase,GetNumVertexInstanceConnectedTriangles,0x1F16220,DARK,no,page 0x1F16000 all-zero
UMeshDescriptionBase,GetNumVertexVertexInstances,0x1F16370,DARK,no,page 0x1F16000 all-zero
UMeshDescriptionBase,GetPolygonAdjacentPolygons,0x1F164C0,DARK,no,page 0x1F16000 all-zero
UMeshDescriptionBase,GetPolygonCount,0x1F167B0,DARK,no,page 0x1F16000 all-zero
UMeshDescriptionBase,GetPolygonGroupCount,0x1F167F0,DARK,no,page 0x1F16000 all-zero
UMeshDescriptionBase,GetPolygonGroupPolygons,0x1F16830,DARK,no,page 0x1F16000 all-zero
UMeshDescriptionBase,GetPolygonInternalEdges,0x1F16A50,DARK,no,page 0x1F16000 all-zero
UMeshDescriptionBase,GetPolygonPerimeterEdges,0x1F16BC0,DARK,no,page 0x1F16000 all-zero
UMeshDescriptionBase,GetPolygonPolygonGroup,0x1F16D30,DARK,no,page 0x1F16000 all-zero
UMeshDescriptionBase,GetPolygonTriangles,0x1F16E60,DARK,no,page 0x1F16000 all-zero
UMeshDescriptionBase,GetPolygonVertexInstances,0x1F17080,DARK,no,page 0x1F17000 all-zero
UMeshDescriptionBase,GetPolygonVertices,0x1F17250,DARK,no,page 0x1F17000 all-zero
UMeshDescriptionBase,GetTriangleAdjacentTriangles,0x1F173C0,DARK,no,page 0x1F17000 all-zero
UMeshDescriptionBase,GetTriangleCount,0x1F17530,DARK,no,page 0x1F17000 all-zero
UMeshDescriptionBase,GetTriangleEdges,0x1F17570,DARK,no,page 0x1F17000 all-zero
UMeshDescriptionBase,GetTrianglePolygon,0x1F177B0,DARK,no,page 0x1F17000 all-zero
UMeshDescriptionBase,GetTrianglePolygonGroup,0x1F178E0,DARK,no,page 0x1F17000 all-zero
UMeshDescriptionBase,GetTriangleVertexInstance,0x1F17A10,DARK,no,page 0x1F17000 all-zero
UMeshDescriptionBase,GetTriangleVertexInstances,0x1F17C00,DARK,no,page 0x1F17000 all-zero
UMeshDescriptionBase,GetTriangleVertices,0x1F17E00,DARK,no,page 0x1F17000 all-zero
UMeshDescriptionBase,GetVertexAdjacentVertices,0x1F18040,DARK,no,page 0x1F18000 all-zero
UMeshDescriptionBase,GetVertexConnectedEdges,0x1F181B0,DARK,no,page 0x1F18000 all-zero
UMeshDescriptionBase,GetVertexConnectedPolygons,0x1F183D0,DARK,no,page 0x1F18000 all-zero
UMeshDescriptionBase,GetVertexConnectedTriangles,0x1F18540,DARK,no,page 0x1F18000 all-zero
UMeshDescriptionBase,GetVertexCount,0x1F186B0,DARK,no,page 0x1F18000 all-zero
UMeshDescriptionBase,GetVertexInstanceConnectedPolygons,0x1F186F0,DARK,no,page 0x1F18000 all-zero
UMeshDescriptionBase,GetVertexInstanceConnectedTriangles,0x1F18860,DARK,no,page 0x1F18000 all-zero
UMeshDescriptionBase,GetVertexInstanceCount,0x1F18A80,DARK,no,page 0x1F18000 all-zero
UMeshDescriptionBase,GetVertexInstanceForPolygonVertex,0x1F18AC0,DARK,no,page 0x1F18000 all-zero
UMeshDescriptionBase,GetVertexInstanceForTriangleVertex,0x1F18CA0,DARK,no,page 0x1F18000 all-zero
UMeshDescriptionBase,GetVertexInstancePairEdge,0x1F18EB0,DARK,no,page 0x1F18000 all-zero
UMeshDescriptionBase,GetVertexInstanceVertex,0x1F19060,DARK,no,page 0x1F19000 all-zero
UMeshDescriptionBase,GetVertexPairEdge,0x1F19190,DARK,no,page 0x1F19000 all-zero
UMeshDescriptionBase,GetVertexPosition,0x1F19340,DARK,no,page 0x1F19000 all-zero
UMeshDescriptionBase,GetVertexVertexInstances,0x1F19550,DARK,no,page 0x1F19000 all-zero
UMeshDescriptionBase,IsEdgeInternal,0x1F19770,DARK,no,page 0x1F19000 all-zero
UMeshDescriptionBase,IsEdgeInternalToPolygon,0x1F19880,DARK,no,page 0x1F19000 all-zero
UMeshDescriptionBase,IsEdgeValid,0x1F19A40,DARK,no,page 0x1F19000 all-zero
UMeshDescriptionBase,IsEmpty,0x1F19B20,DARK,no,page 0x1F19000 all-zero
UMeshDescriptionBase,IsPolygonGroupValid,0x1F19B50,DARK,no,page 0x1F19000 all-zero
UMeshDescriptionBase,IsPolygonValid,0x1F19C30,DARK,no,page 0x1F19000 all-zero
UMeshDescriptionBase,IsTrianglePartOfNgon,0x1F19D10,DARK,no,page 0x1F19000 all-zero
UMeshDescriptionBase,IsTriangleValid,0x1F19E90,DARK,no,page 0x1F19000 all-zero
UMeshDescriptionBase,IsVertexInstanceValid,0x1F19F70,DARK,no,page 0x1F19000 all-zero
UMeshDescriptionBase,IsVertexOrphaned,0x1F1A050,REAL,no,tail-call target 0x1F02730 on dark page 0x1F02000; wrapper's own prologue looked real
UMeshDescriptionBase,IsVertexValid,0x1F1A160,REAL,no,impl 0x1F1A160: 48895c24104889742418574883ec2049
UMeshDescriptionBase,ReserveNewEdges,0x1F1A240,REAL,no,impl 0x1F1A240: 48895c24104889742418574883ec2033
UMeshDescriptionBase,ReserveNewPolygonGroups,0x1F1A2E0,REAL,no,impl 0x1F1A2E0: 48895c24104889742418574883ec2033
UMeshDescriptionBase,ReserveNewPolygons,0x1F1A380,REAL,no,impl 0x1F1A380: 48895c24104889742418574883ec2033
UMeshDescriptionBase,ReserveNewTriangles,0x1F1A420,REAL,no,impl 0x1F1A420: 48895c24104889742418574883ec2033
UMeshDescriptionBase,ReserveNewVertexInstances,0x1F1A240,REAL,no,impl 0x1F1A240: 48895c24104889742418574883ec2033
UMeshDescriptionBase,ReserveNewVertices,0x1F1A4C0,REAL,no,impl 0x1F1A4C0: 48895c24104889742418574883ec2033
UMeshDescriptionBase,ReversePolygonFacing,0x1F1A560,REAL,no,impl 0x1F1A560: 48895c2410574883ec20488bdac74424
UMeshDescriptionBase,SetPolygonPolygonGroup,0x1F1A660,REAL,no,impl 0x1F1A660: 48895c24185556574883ec20488bdac7
UMeshDescriptionBase,SetPolygonVertexInstances,0x1F1A810,REAL,no,impl 0x1F1A810: 4883ec5848895c2468488bda48897424
UMeshDescriptionBase,SetVertexPosition,0x1F1AA50,REAL,no,impl 0x1F1AA50: 48895c24185556574883ec70488bdac7
UStaticMeshDescription,CreateCube,0x1F23800,REAL,no,tail-call target 0x1F20DA0 on dark page 0x1F20000; wrapper's own prologue looked real
UStaticMeshDescription,GetVertexInstanceUV,0x1F23B50,REAL,no,impl 0x1F23B50: 48895c2420555657415441574883ec20
UStaticMeshDescription,SetPolygonGroupMaterialSlotName,0x1F23DA0,REAL,no,impl 0x1F23DA0: 48895c2420555657415441574883ec20
UStaticMeshDescription,SetVertexInstanceUV,0x1F24000,REAL,no,impl 0x1F24000: 405355565741574883ec400f29742430
UPropertyPathTestObject,GetFloat,0x1F434A0,REAL,no,impl 0x1F434A0: 488b42204533c94885c0410f95c14c03
UPropertyPathTestObject,GetStruct,0x1F434D0,REAL,no,impl 0x1F434D0: 40534881ec80000000488b42204533c9
UPropertyPathTestObject,GetStructConstRef,0x1F43530,REAL,no,impl 0x1F43530: 488b42204533c94885c0410f95c14c03
UPropertyPathTestObject,GetStructRef,0x1F43560,REAL,no,impl 0x1F43560: 488b42204533c94885c0410f95c14c03
UPropertyPathTestObject,SetFloat,0x1F43590,REAL,no,impl 0x1F43590: 48895c2410574883ec20488bdac74424
UPropertyPathTestObject,SetStruct,0x1F43620,REAL,no,impl 0x1F43620: 48895c2408488974241048897c241855
UPropertyPathTestObject,SetStructConstRef,0x1F43750,REAL,no,impl 0x1F43750: 48895c2408488974241048897c241855
UPropertyPathTestObject,SetStructRef,0x1F43880,REAL,no,impl 0x1F43880: 48895c2408488974241048897c241855
UAudioParameterControllerInterface,ResetParameters,0x1F6D860,REAL,no,impl 0x1F6D860: 488b42204533c04885c0410f95c04c03
UAudioParameterControllerInterface,SetBoolArrayParameter,0x1F6D880,REAL,no,impl 0x1F6D880: 48895c24104889742418574883ec3033
UAudioParameterControllerInterface,SetBoolParameter,0x1F6D970,REAL,no,impl 0x1F6D970: 48895c24184889742420574883ec2033
UAudioParameterControllerInterface,SetFloatArrayParameter,0x1F6DA40,REAL,no,impl 0x1F6DA40: 48895c24104889742418574883ec3033
UAudioParameterControllerInterface,SetFloatParameter,0x1F6DB30,REAL,no,impl 0x1F6DB30: 48895c24184889742420574883ec2033
UAudioParameterControllerInterface,SetIntArrayParameter,0x1F6DC00,REAL,no,impl 0x1F6DC00: 48895c24104889742418574883ec3033
UAudioParameterControllerInterface,SetIntParameter,0x1F6DCF0,REAL,no,impl 0x1F6DCF0: 48895c24184889742420574883ec2033
UAudioParameterControllerInterface,SetObjectArrayParameter,0x1F6DDC0,REAL,no,impl 0x1F6DDC0: 48895c24104889742418574883ec3033
UAudioParameterControllerInterface,SetObjectParameter,0x1F6DEB0,REAL,no,impl 0x1F6DEB0: 48895c24184889742420574883ec2033
UAudioParameterControllerInterface,SetParameters_Blueprint,0x1F6DF80,REAL,no,impl 0x1F6DF80: 48895c240848896c2410488974241857
UAudioParameterControllerInterface,SetStringArrayParameter,0x1F6E0E0,REAL,no,impl 0x1F6E0E0: 48895c24104889742418574883ec3033
UAudioParameterControllerInterface,SetStringParameter,0x1F6E200,REAL,no,impl 0x1F6E200: 48895c24104889742418574883ec3033
UAudioParameterControllerInterface,SetTriggerParameter,0x1F6E2E0,REAL,no,impl 0x1F6E2E0: 48895c24104889742418574883ec2033
UTypedElementHandleLibrary,Equal,0x1F7B540,DARK,no,page 0x1F7B000 all-zero
UTypedElementHandleLibrary,IsSet,0x1F7C170,REAL,no,impl 0x1F7C170: 48895c24084889742418574883ec2033
UTypedElementHandleLibrary,NotEqual,0x1F7C400,REAL,no,impl 0x1F7C400: 48895c240848896c2410488974241857
UTypedElementHandleLibrary,Release,0x1F7C620,REAL,no,impl 0x1F7C620: 48895c24084889742418574883ec2033
UTypedElementListLibrary,Add,0x1F7A960,REAL,no,impl 0x1F7A960: 48895c24084889742418574883ec400f
UTypedElementListLibrary,Append,0x1F7AAC0,REAL,no,impl 0x1F7AAC0: 48895c24084889742410574883ec500f
UTypedElementListLibrary,AppendList,0x1F7AC50,REAL,no,impl 0x1F7AC50: 48895c2408574883ec600f57c0488bda
UTypedElementListLibrary,Clone,0x1F7ADC0,REAL,no,impl 0x1F7ADC0: 48895c2408574883ec500f57c0498bf8
UTypedElementListLibrary,Contains,0x1F7AEF0,REAL,no,impl 0x1F7AEF0: 48895c24084889742418574883ec400f
UTypedElementListLibrary,CountElements,0x1F7B050,DARK,no,page 0x1F7B000 all-zero
UTypedElementListLibrary,CountElementsOfType,0x1F7B1A0,DARK,no,page 0x1F7B000 all-zero
UTypedElementListLibrary,CreateScriptElementList,0x1F7B2D0,DARK,no,page 0x1F7B000 all-zero
UTypedElementListLibrary,Empty,0x1F7B420,DARK,no,page 0x1F7B000 all-zero
UTypedElementListLibrary,GetElementHandleAt,0x1F7B770,DARK,no,page 0x1F7B000 all-zero
UTypedElementListLibrary,GetElementHandles,0x1F7B8C0,DARK,no,page 0x1F7B000 all-zero
UTypedElementListLibrary,GetElementInterface,0x1F7BAD0,DARK,no,page 0x1F7B000 all-zero
UTypedElementListLibrary,HasElements,0x1F7BEF0,DARK,no,page 0x1F7B000 all-zero
UTypedElementListLibrary,HasElementsOfType,0x1F7C040,REAL,no,impl 0x1F7C040: 48895c24084889742418574883ec400f
UTypedElementListLibrary,IsValidIndex,0x1F7C240,REAL,no,impl 0x1F7C240: 4053574883ec3848897424600f57c04c
UTypedElementListLibrary,Num,0x1F7C540,REAL,no,impl 0x1F7C540: 48895c2408574883ec400f57c0498bf8
UTypedElementListLibrary,Remove,0x1F7C6F0,REAL,no,impl 0x1F7C6F0: 48895c24084889742418574883ec400f
UTypedElementListLibrary,Reserve,0x1F7C850,REAL,no,impl 0x1F7C850: 48895c240848896c2418565741564883
UTypedElementListLibrary,Reset,0x1F7CA60,REAL,no,impl 0x1F7CA60: 40534883ec400f57c0488bda660f7f44
UTypedElementListLibrary,Shrink,0x1F7CCD0,REAL,no,impl 0x1F7CCD0: 40534883ec400f57c0488bda660f7f44
UTypedElementRegistry,GetElementInterface,0x1F7BC90,DARK,no,page 0x1F7B000 all-zero
UTypedElementRegistry,GetInstance,0x1F7BDD0,DARK,no,page 0x1F7B000 all-zero
UTestTypedElementInterfaceA,GetDisplayName,0x1F7B680,DARK,no,page 0x1F7B000 all-zero
UTestTypedElementInterfaceA,SetDisplayName,0x1F7CB40,REAL,no,impl 0x1F7CB40: 48895c2418555657415641574883ec40
UTestTypedElementInterfaceB,MarkAsTested,0x1F7BE20,DARK,no,page 0x1F7B000 all-zero
UTestTypedElementInterfaceC,GetIsTested,0x1F7BE20,DARK,no,page 0x1F7B000 all-zero
UTypedElementSelectionSetLibrary,DeselectElementsFromList,0x1F87B30,DARK,no,page 0x1F87000 all-zero
UTypedElementSelectionSetLibrary,GetNormalizedElementList,0x1F88390,DARK,no,page 0x1F88000 all-zero
UTypedElementSelectionSetLibrary,GetNormalizedSelection,0x1F88560,DARK,no,page 0x1F88000 all-zero
UTypedElementSelectionSetLibrary,SelectElementsFromList,0x1F89A00,DARK,no,page 0x1F89000 all-zero
UTypedElementSelectionSetLibrary,SetSelectionFromList,0x1F89FE0,DARK,no,page 0x1F89000 all-zero
UTypedElementSelectionSet,AllowSelectionModifiers,0x1F86E50,REAL,no,impl 0x1F86E50: 48895c24085556574883ec2033ed488b
UTypedElementSelectionSet,CanDeselectElement,0x1F870A0,DARK,no,page 0x1F87000 all-zero
UTypedElementSelectionSet,CanSelectElement,0x1F872F0,DARK,no,page 0x1F87000 all-zero
UTypedElementSelectionSet,ClearSelection,0x1F87410,DARK,no,page 0x1F87000 all-zero
UTypedElementSelectionSet,CountSelectedElements,0x1F874C0,DARK,no,page 0x1F87000 all-zero
UTypedElementSelectionSet,CountSelectedObjects,0x1F87570,DARK,no,page 0x1F87000 all-zero
UTypedElementSelectionSet,DeselectElement,0x1F877E0,DARK,no,page 0x1F87000 all-zero
UTypedElementSelectionSet,DeselectElements,0x1F87960,DARK,no,page 0x1F87000 all-zero
UTypedElementSelectionSet,GetBottomSelectedObject,0x1F88040,DARK,no,page 0x1F88000 all-zero
UTypedElementSelectionSet,GetCurrentSelectionState,0x1F88290,DARK,no,page 0x1F88000 all-zero
UTypedElementSelectionSet,GetNumSelectedElements,0x1F886A0,DARK,no,page 0x1F88000 all-zero
UTypedElementSelectionSet,GetSelectedObjects,0x1F889A0,DARK,no,page 0x1F88000 all-zero
UTypedElementSelectionSet,GetSelectionElement,0x1F88C70,DARK,no,page 0x1F88000 all-zero
UTypedElementSelectionSet,GetTopSelectedObject,0x1F88DA0,DARK,no,page 0x1F88000 all-zero
UTypedElementSelectionSet,HasSelectedElements,0x1F88E40,DARK,no,page 0x1F88000 all-zero
UTypedElementSelectionSet,HasSelectedObjects,0x1F88EF0,DARK,no,page 0x1F88000 all-zero
UTypedElementSelectionSet,IsElementSelected,0x1F89160,DARK,no,page 0x1F89000 all-zero
UTypedElementSelectionSet,K2_GetSelectedElementHandles,0x1F89300,DARK,no,page 0x1F89000 all-zero
UTypedElementSelectionSet,RestoreSelectionState,0x1F89400,DARK,no,page 0x1F89000 all-zero
UTypedElementSelectionSet,SelectElement,0x1F896B0,DARK,no,page 0x1F89000 all-zero
UTypedElementSelectionSet,SelectElements,0x1F89830,DARK,no,page 0x1F89000 all-zero
UTypedElementSelectionSet,SetSelection,0x1F89E80,DARK,no,page 0x1F89000 all-zero
UTypedElementAssetDataInterface,GetAllReferencedAssetDatas,0x1F87CB0,DARK,no,page 0x1F87000 all-zero
UTypedElementAssetDataInterface,GetAssetData,0x1F87E50,DARK,no,page 0x1F87000 all-zero
UTypedElementHierarchyInterface,GetChildElements,0x1F880E0,DARK,no,page 0x1F88000 all-zero
UTypedElementObjectInterface,GetObject,0x1F886D0,DARK,no,page 0x1F88000 all-zero
UTypedElementObjectInterface,GetObjectClass,0x1F887A0,DARK,no,page 0x1F88000 all-zero
UTypedElementPrimitiveCustomDataInterface,SetCustomData,0x1F89B80,DARK,no,page 0x1F89000 all-zero
UTypedElementPrimitiveCustomDataInterface,SetCustomDataValue,0x1F89CF0,DARK,no,page 0x1F89000 all-zero
UTypedElementSelectionInterface,AllowSelectionModifiers,0x1F86CE0,REAL,no,impl 0x1F86CE0: 48895c24104889742418574156415748
UTypedElementSelectionInterface,CanDeselectElement,0x1F86F70,REAL,no,impl 0x1F86F70: 48895c24104889742418574156415748
UTypedElementSelectionInterface,CanSelectElement,0x1F871C0,DARK,no,page 0x1F87000 all-zero
UTypedElementSelectionInterface,DeselectElement,0x1F87610,DARK,no,page 0x1F87000 all-zero
UTypedElementSelectionInterface,GetSelectionElement,0x1F88A80,DARK,no,page 0x1F88000 all-zero
UTypedElementSelectionInterface,IsElementSelected,0x1F88F90,DARK,no,page 0x1F88000 all-zero
UTypedElementSelectionInterface,SelectElement,0x1F894E0,DARK,no,page 0x1F89000 all-zero
UAssetRegistryHelpers,CreateAssetData,0x1FFAB50,REAL,no,impl 0x1FFAB50: 48895c24084889742420574881eca000
UAssetRegistryHelpers,FindAssetNativeClass,0x1FFACB0,REAL,no,impl 0x1FFACB0: 48895c2408488974242055574156488d
UAssetRegistryHelpers,GetAsset,0x1FFB160,DARK,no,page 0x1FFB000 all-zero
UAssetRegistryHelpers,GetAssetRegistry,0x1FFB400,DARK,no,page 0x1FFB000 all-zero
UAssetRegistryHelpers,GetBlueprintAssets,0x1FFBEA0,DARK,no,page 0x1FFB000 all-zero
UAssetRegistryHelpers,GetClass,0x1FFC040,DARK,no,page 0x1FFC000 all-zero
UAssetRegistryHelpers,GetExportTextName,0x1FFC430,DARK,no,page 0x1FFC000 all-zero
UAssetRegistryHelpers,GetFullName,0x1FFC5B0,DARK,no,page 0x1FFC000 all-zero
UAssetRegistryHelpers,GetTagValue,0x1FFC8B0,DARK,no,page 0x1FFC000 all-zero
UAssetRegistryHelpers,IsAssetLoaded,0x1FFCB80,DARK,no,page 0x1FFC000 all-zero
UAssetRegistryHelpers,IsRedirector,0x1FFCCF0,DARK,no,page 0x1FFC000 all-zero
UAssetRegistryHelpers,IsUAsset,0x1FFCE90,DARK,no,page 0x1FFC000 all-zero
UAssetRegistryHelpers,IsValid,0x1FFCFD0,DARK,no,page 0x1FFC000 all-zero
UAssetRegistryHelpers,SetFilterTagsAndValues,0x1FFDC20,DARK,no,page 0x1FFD000 all-zero
UAssetRegistryHelpers,ToSoftObjectPath,0x1FFDDA0,DARK,no,page 0x1FFD000 all-zero
UAssetRegistry,GetAllAssets,0x1FFADF0,REAL,no,impl 0x1FFADF0: 48895c24104889742418574156415748
UAssetRegistry,GetAllCachedPaths,0x1FFAF60,REAL,no,impl 0x1FFAF60: 48895c24084889742410574883ec3033
UAssetRegistry,GetAncestorClassNames,0x1FFB040,DARK,no,page 0x1FFB000 all-zero
UAssetRegistry,GetAssetByObjectPath,0x1FFB2A0,DARK,no,page 0x1FFB000 all-zero
UAssetRegistry,GetAssets,0x1FFB460,DARK,no,page 0x1FFB000 all-zero
UAssetRegistry,GetAssetsByClass,0x1FFB660,DARK,no,page 0x1FFB000 all-zero
UAssetRegistry,GetAssetsByPackageName,0x1FFB830,DARK,no,page 0x1FFB000 all-zero
UAssetRegistry,GetAssetsByPath,0x1FFBA40,DARK,no,page 0x1FFB000 all-zero
UAssetRegistry,GetAssetsByPaths,0x1FFBC50,DARK,no,page 0x1FFB000 all-zero
UAssetRegistry,GetDerivedClassNames,0x1FFC180,DARK,no,page 0x1FFC000 all-zero
UAssetRegistry,GetSubPaths,0x1FFC730,DARK,no,page 0x1FFC000 all-zero
UAssetRegistry,HasAssets,0x1FFCAB0,DARK,no,page 0x1FFC000 all-zero
UAssetRegistry,IsLoadingAssets,0x1FFCCC0,DARK,no,page 0x1FFC000 all-zero
UAssetRegistry,IsSearchAllAssets,0x1FFCE30,DARK,no,page 0x1FFC000 all-zero
UAssetRegistry,IsSearchAsync,0x1FFCE60,DARK,no,page 0x1FFC000 all-zero
UAssetRegistry,K2_GetAssetByObjectPath,0x1FFD110,DARK,no,page 0x1FFD000 all-zero
UAssetRegistry,K2_GetDependencies,0x1FFD300,DARK,no,page 0x1FFD000 all-zero
UAssetRegistry,K2_GetReferencers,0x1FFD460,DARK,no,page 0x1FFD000 all-zero
UAssetRegistry,PrioritizeSearchPath,0x1FFD5C0,DARK,no,page 0x1FFD000 all-zero
UAssetRegistry,RunAssetsThroughFilter,0x1FFD660,DARK,no,page 0x1FFD000 all-zero
UAssetRegistry,ScanFilesSynchronous,0x1FFD810,DARK,no,page 0x1FFD000 all-zero
UAssetRegistry,ScanModifiedAssetFiles,0x1FFD940,DARK,no,page 0x1FFD000 all-zero
UAssetRegistry,ScanPathsSynchronous,0x1FFDA20,DARK,no,page 0x1FFD000 all-zero
UAssetRegistry,SearchAllAssets,0x1FFDB90,DARK,no,page 0x1FFD000 all-zero
UAssetRegistry,UseFilterToExcludeAssets,0x1FFDF30,DARK,no,page 0x1FFD000 all-zero
UAssetRegistry,WaitForCompletion,0x1FFE0E0,REAL,no,impl 0x1FFE0E0: 488b42204533c04885c0410f95c04c03
UAssetRegistry,WaitForPackage,0x1FFE100,REAL,no,impl 0x1FFE100: 48895c24084889742410574883ec3033
UClothingSimulationInteractor,ClothConfigUpdated,0x207BDE0,REAL,no,impl 0x207BDE0: 488b42204533c04885c0410f95c04c03
UClothingSimulationInteractor,DisableGravityOverride,0x207BE00,REAL,no,impl 0x207BE00: 488b42204533c04885c0410f95c04c03
UClothingSimulationInteractor,EnableGravityOverride,0x207BE20,REAL,no,impl 0x207BE20: 48895c24084889742410574883ec4033
UClothingSimulationInteractor,GetClothingInteractor,0x207BEC0,REAL,no,impl 0x207BEC0: 48895c240848896c2410488974241857
UClothingSimulationInteractor,GetNumCloths,0x207BF70,REAL,no,impl 0x207BF70: 488b42204533c94885c0410f95c14c03
UClothingSimulationInteractor,GetNumDynamicParticles,0x207BF90,REAL,no,impl 0x207BF90: 488b42204533c94885c0410f95c14c03
UClothingSimulationInteractor,GetNumIterations,0x207BFB0,REAL,no,impl 0x207BFB0: 488b42204533c94885c0410f95c14c03
UClothingSimulationInteractor,GetNumKinematicParticles,0x207BFD0,REAL,no,impl 0x207BFD0: 488b42204533c94885c0410f95c14c03
UClothingSimulationInteractor,GetNumSubsteps,0x207BFF0,REAL,no,impl 0x207BFF0: 488b42204533c94885c0410f95c14c03
UClothingSimulationInteractor,GetSimulationTime,0x207C010,REAL,no,impl 0x207C010: 488b42204533c94885c0410f95c14c03
UClothingSimulationInteractor,PhysicsAssetUpdated,0x207C030,REAL,no,impl 0x207C030: 488b42204533c04885c0410f95c04c03
UClothingSimulationInteractor,SetAnimDriveSpringStiffness,0x207C050,REAL,no,impl 0x207C050: 48895c2410574883ec20488bdac74424
UClothingSimulationInteractor,SetMaxNumIterations,0x207C0E0,REAL,no,impl 0x207C0E0: 48895c24104889742418574883ec2033
UClothingSimulationInteractor,SetNumIterations,0x207C170,REAL,no,impl 0x207C170: 48895c24104889742418574883ec2033
UClothingSimulationInteractor,SetNumSubsteps,0x207C200,REAL,no,impl 0x207C200: 48895c24104889742418574883ec2033
UImageWriteBlueprintLibrary,ExportToDisk,0x208A7C0,REAL,no,impl 0x208A7C0: 48895c240848897c241855488d6c24a9
UEyeTrackerFunctionLibrary,GetGazeData,0x208C130,REAL,no,impl 0x208C130: 488bc44889580848897010574881ec80
UEyeTrackerFunctionLibrary,GetStereoGazeData,0x208C200,REAL,no,impl 0x208C200: 488bc44889580848897010574881eca0
UEyeTrackerFunctionLibrary,IsEyeTrackerConnected,0x208C2D0,REAL,no,impl 0x208C2D0: 40534883ec20488b422033c94885c049
UEyeTrackerFunctionLibrary,IsStereoGazeDataAvailable,0x208C330,REAL,no,impl 0x208C330: 40534883ec20488b422033c94885c049
UEyeTrackerFunctionLibrary,SetEyeTrackedPlayer,0x208C380,REAL,no,impl 0x208C380: 48895c2408574883ec2033ff488bda48
UHandKeypointConversion,Conv_HandKeypointToInt32,0x2930FC0,REAL,no,impl 0x2930FC0: 48895c2408574883ec20498bf8c64424
UMotionControllerComponent,GetAngularVelocity,0x2931040,REAL,no,tail-call target 0x292D340 on dark page 0x292D000; wrapper's own prologue looked real
UMotionControllerComponent,GetHandJointPosition,0x29310E0,REAL,no,impl 0x29310E0: 48895c241848896c2420565741564883
UMotionControllerComponent,GetLinearAcceleration,0x2931210,REAL,no,tail-call target 0x292DF50 on dark page 0x292D000; wrapper's own prologue looked real
UMotionControllerComponent,GetLinearVelocity,0x29312B0,REAL,no,impl 0x29312B0: 48895c240848896c2410488974241857
UMotionControllerComponent,GetParameterValue,0x2931350,REAL,no,impl 0x2931350: 48895c24185556574883ec2033ff498b
UMotionControllerComponent,GetTrackingSource,0x2931460,REAL,no,tail-call target 0x292D630 on dark page 0x292D000; wrapper's own prologue looked real
UMotionControllerComponent,IsTracked,0x29314B0,REAL,no,impl 0x29314B0: 488b42204533c94885c0410f95c14c03
UMotionControllerComponent,SetAssociatedPlayerIndex,0x29314D0,REAL,no,impl 0x29314D0: 48895c24104889742418574883ec2033
UMotionControllerComponent,SetTrackingMotionSource,0x2931590,REAL,no,impl 0x2931590: 48895c24104889742418574883ec2033
