class,name,thunk_rva,verdict,new_vs_v1,note
ULokiGameplayStatics,GetBiomeForActor,0x5375010,REAL,no,impl 0x5375010: 48895c24084889742418574883ec2033
ULokiGameplayStatics,GetBiomeManager,0x53750A0,REAL,no,impl 0x53750A0: 48895c24084889742418574883ec2033
ULokiGameplayStatics,GetBiomeNameForActor,0x5375130,REAL,no,impl 0x5375130: 48895c24084889742418574883ec3033
ULokiGameplayStatics,GetClosestActorToLocation2D,0x53751E0,REAL,no,impl 0x53751E0: 48895c240848896c2410488974241857
ULokiGameplayStatics,GetCurrentLokiDeathCircleBounds,0x5375330,REAL,no,impl 0x5375330: 48895c24084889742418574883ec4033
ULokiGameplayStatics,GetCurrentLokiDeathCircleBoundsForPhase,0x5375420,REAL,no,impl 0x5375420: 48895c24084889742420574883ec4033
ULokiGameplayStatics,GetCurrentPatch,0x5375550,REAL,no,impl 0x5375550: 40534883ec20488b422033c94885c049
ULokiGameplayStatics,GetDefaultAbilityForInputID,0x5375590,REAL,no,impl 0x5375590: 405356574883ec3033ff498bf048897c
ULokiGameplayStatics,GetDisplayNameFromPawn,0x53756B0,REAL,no,impl 0x53756B0: 48895c24084889742418574883ec3033
ULokiGameplayStatics,GetEffectLevelingForDuration,0x5375760,REAL,no,impl 0x5375760: 48895c24085556574154415541564157
ULokiGameplayStatics,GetEffectLevelingForExecution,0x5375A50,REAL,no,impl 0x5375A50: 48895c24084c89442418555657415441
ULokiGameplayStatics,GetEffectLevelingForModifier,0x5375F30,REAL,no,impl 0x5375F30: 48895c24084c89442418555657415441
ULokiGameplayStatics,GetEffectLevelingTextForDuration,0x5376410,REAL,no,impl 0x5376410: 48895c24085556574883ec4033ed498b
ULokiGameplayStatics,GetEffectLevelingTextForExecution,0x5376580,REAL,no,impl 0x5376580: 48895c24085556574154415541564157
ULokiGameplayStatics,GetEffectLevelingTextForModifier,0x5376820,REAL,no,impl 0x5376820: 48895c24085556574154415541564157
ULokiGameplayStatics,GetEnabledAssetList,0x5376B40,REAL,no,impl 0x5376B40: 48895c2408574883ec3033ff488bda48
ULokiGameplayStatics,GetFeatureTogglesReady,0x5376E00,REAL,no,impl 0x5376E00: 48895c24084889742418574883ec2033
ULokiGameplayStatics,GetFeatureToggleValue,0x5376C60,REAL,no,impl 0x5376C60: 48895c24084889742420574883ec2033
ULokiGameplayStatics,GetFeatureToggleWithDefaultFallback,0x5376D30,REAL,no,impl 0x5376D30: 48895c24084889742420574883ec2033
ULokiGameplayStatics,GetGameplayAbilitiesFromGameplayEffect,0x5376E90,REAL,no,impl 0x5376E90: 48895c24084889742420574883ec3033
ULokiGameplayStatics,GetGhostWalkableActors,0x5376F80,REAL,no,impl 0x5376F80: 48895c24085556574883ec4033ed498b
ULokiGameplayStatics,GetHighestRankOnTeam,0x53770F0,REAL,no,impl 0x53770F0: 48895c24084889742420574883ec2033
ULokiGameplayStatics,GetLevelGameFeatureUnlocked,0x53771C0,REAL,no,impl 0x53771C0: 48895c24084889742418574883ec4033
ULokiGameplayStatics,GetLivingPlayerStatesOnTeam,0x53772A0,REAL,no,impl 0x53772A0: 405356574883ec3033f6498bf8488974
ULokiGameplayStatics,GetLocalViewportPlayableArea,0x53773E0,REAL,no,impl 0x53773E0: 48895c24084889742418574883ec4033
ULokiGameplayStatics,GetLokiCharacterFromActor,0x5377500,REAL,no,impl 0x5377500: 48895c24084889742418574883ec2033
ULokiGameplayStatics,GetLokiDeathCircle,0x5377590,REAL,no,impl 0x5377590: 48895c24084889742418574883ec2033
ULokiGameplayStatics,GetLokiGameState,0x5377620,REAL,no,impl 0x5377620: 48895c24084889742418574883ec2033
ULokiGameplayStatics,GetLootFromLootTable,0x53776B0,REAL,no,impl 0x53776B0: 48895c24085556574883ec4033ed498b
ULokiGameplayStatics,GetLootTableOverride,0x5377820,REAL,no,impl 0x5377820: 405356574883ec3033ff498bf048897c
ULokiGameplayStatics,GetNextGameFeatureUnlock,0x5377940,REAL,no,impl 0x5377940: 48895c2408555657488bec4883ec5033
ULokiGameplayStatics,GetNonBotPlayerStatesOnTeam,0x5377AB0,REAL,no,impl 0x5377AB0: 48895c24084889742420574883ec3033
ULokiGameplayStatics,GetNonSpectatorControllers,0x5377BC0,REAL,no,impl 0x5377BC0: 48895c24084889742418574883ec3033
ULokiGameplayStatics,GetNonSpectatorPlayerStates,0x5377C90,REAL,no,impl 0x5377C90: 48895c24084889742418574883ec3033
ULokiGameplayStatics,GetNumLivingOrShelvedPlayers,0x5377D60,REAL,no,impl 0x5377D60: 405356574883ec2033ff498bf048897c
ULokiGameplayStatics,GetPhysicalMaterialForActor,0x5377E60,REAL,no,impl 0x5377E60: 48895c24084889742418574883ec2033
ULokiGameplayStatics,GetPlatformVelocity_BP,0x5377EF0,REAL,no,impl 0x5377EF0: 488bc448895808488970184889782041
ULokiGameplayStatics,GetPlayerCharactersOnTeam,0x5378030,REAL,no,impl 0x5378030: 48895c24084889742420574883ec3033
ULokiGameplayStatics,GetPlayerControllersOnTeam,0x5378140,REAL,no,impl 0x5378140: 48895c24084889742420574883ec3033
ULokiGameplayStatics,GetPlayerStatesOnTeam,0x5378460,REAL,no,impl 0x5378460: 48895c24084889742420574883ec3033
ULokiGameplayStatics,GetPlayerStateToPlayerControllerMap,0x5378250,REAL,no,impl 0x5378250: 48895c2408555657488d6c24d04881ec
ULokiGameplayStatics,GetPlayersWithinRadius,0x5378570,REAL,no,impl 0x5378570: 48895c24084889742420574881ecd000
ULokiGameplayStatics,GetRandomPointInNavigableRadiusClamped,0x5378730,REAL,no,impl 0x5378730: 48895c2408565741564883ec6033ff4d
ULokiGameplayStatics,GetRandomStream,0x5378910,REAL,no,impl 0x5378910: 405356574883ec2033ff498bf048897c
ULokiGameplayStatics,GetRandomUnobstructedNavigableLocation,0x53789E0,REAL,no,impl 0x53789E0: 48895c2408565741564881ec80000000
ULokiGameplayStatics,GetRoleString,0x5378BC0,REAL,no,impl 0x5378BC0: 48895c24084889742418574883ec3033
ULokiGameplayStatics,GetSnapshotItemTier,0x5378C90,REAL,no,impl 0x5378C90: 48895c24084889742418574881ec0001
ULokiGameplayStatics,GetStarCount,0x5378DB0,REAL,no,impl 0x5378DB0: 48895c24084889742418574881ec0001
ULokiGameplayStatics,GetTotalCurrencyFromHeroCharacters,0x5378ED0,REAL,no,impl 0x5378ED0: 48895c2408488974241848897c242055
ULokiGameplayStatics,GetUnitDirectionActor,0x5379060,DARK,no,page 0x5379000 all-zero
ULokiGameplayStatics,GetWeekOfYear,0x5379140,DARK,no,page 0x5379000 all-zero
ULokiGameplayStatics,GrantXPToCharacter,0x5379170,DARK,no,page 0x5379000 all-zero
ULokiGameplayStatics,GrantXPToTeamInRadius,0x53792C0,DARK,no,page 0x5379000 all-zero
ULokiGameplayStatics,HackyProjectileApproximationRaycastThingy,0x53794F0,DARK,no,page 0x5379000 all-zero
ULokiGameplayStatics,HasActorBegunPlay,0x53797B0,DARK,no,page 0x5379000 all-zero
ULokiGameplayStatics,HorizontalToVerticalFOV,0x5379840,DARK,no,page 0x5379000 all-zero
ULokiGameplayStatics,InitGameplayCueParameters,0x5379950,DARK,no,page 0x5379000 all-zero
ULokiGameplayStatics,InterpolateAndClampIfClose,0x5379D10,DARK,no,page 0x5379000 all-zero
ULokiGameplayStatics,IsActorEncroachingBlockingGeometry,0x5379E70,DARK,no,page 0x5379000 all-zero
ULokiGameplayStatics,IsActorPlacedInLevel,0x5379FE0,DARK,no,page 0x5379000 all-zero
ULokiGameplayStatics,IsActorSafeFromDeathCircle,0x537A070,REAL,no,impl 0x537A070: 48895c24084889742420574883ec2033
ULokiGameplayStatics,IsAlive,0x537A140,REAL,no,impl 0x537A140: 48895c24084889742418574883ec2033
ULokiGameplayStatics,IsAssetEnabled,0x537A1D0,REAL,no,impl 0x537A1D0: 405356574883ec2033ff498bf048897c
ULokiGameplayStatics,IsAssetIDEnabled,0x537A2B0,REAL,no,impl 0x537A2B0: 48895c24084889742418574883ec3033
ULokiGameplayStatics,IsDevelopmentOnlyAsset,0x537A390,REAL,no,impl 0x537A390: 48895c24084889742420574883ec2033
ULokiGameplayStatics,IsEditorPreviewActor,0x52E7150,STRIPPED,no,wrapper-hides-stub 0x52E7150 -> call 0xF7EB60 -> fold: xor al;al; ret (LokiIsServer FALSE)
ULokiGameplayStatics,IsFullySpectating,0x537A440,REAL,no,impl 0x537A440: 48895c24084889742418574883ec2033
ULokiGameplayStatics,IsGameFeatureUnlocked,0x537A4D0,REAL,no,impl 0x537A4D0: 48895c24084889742418574883ec4033
ULokiGameplayStatics,IsGameFeatureUnlockedForLevel,0x537A5B0,REAL,no,impl 0x537A5B0: 48895c24084889742420574883ec4033
ULokiGameplayStatics,IsItemEnabled,0x537A6D0,REAL,no,impl 0x537A6D0: 405356574883ec2033ff498bf048897c
ULokiGameplayStatics,IsLocalPlayerViewAllAllSpectator,0x537A7B0,REAL,no,impl 0x537A7B0: 48895c24084889742418574883ec2033
ULokiGameplayStatics,IsPatchBefore,0x537A840,REAL,no,impl 0x537A840: 48895c2408565741564883ec2033ff4d
ULokiGameplayStatics,IsPositionInLava,0x537A930,REAL,no,impl 0x537A930: 48895c24084889742418574883ec6033
ULokiGameplayStatics,IsSafePositionForCharacter,0x537AA10,REAL,no,impl 0x537AA10: 48895c2408565741564883ec6033ff4d
ULokiGameplayStatics,IsSoftAssetEnabled,0x537ABA0,REAL,no,impl 0x537ABA0: 48895c2408488974241855574156488b
ULokiGameplayStatics,IsStreamingLevelActor,0x537ACE0,REAL,no,tail-call target 0x5666020 on dark page 0x5666000; wrapper's own prologue looked real
ULokiGameplayStatics,IsValidPositionForActor,0x537AD70,REAL,no,tail-call target 0x5666070 on dark page 0x5666000; wrapper's own prologue looked real
ULokiGameplayStatics,IsValidPositionForBox,0x537AEA0,REAL,no,impl 0x537AEA0: 4055535657415441564157488d6c24d9
ULokiGameplayStatics,IsValidPositionForCapsule,0x537B140,DARK,no,page 0x537B000 all-zero
ULokiGameplayStatics,IsValidPositionOnNavmesh,0x537B450,DARK,no,page 0x537B000 all-zero
ULokiGameplayStatics,LokiTeleportActor,0x537B570,DARK,no,page 0x537B000 all-zero
ULokiGameplayStatics,OrientTransformBetween,0x537B960,DARK,no,page 0x537B000 all-zero
ULokiGameplayStatics,ProjectWorldLocationToViewportPosition,0x537BBD0,DARK,no,page 0x537B000 all-zero
ULokiGameplayStatics,RegisterTimelinesWithSignificanceManager,0x537BD60,DARK,no,page 0x537B000 all-zero
ULokiGameplayStatics,RemoveCurrencyFromHeroCharacters,0x537BDE0,DARK,no,page 0x537B000 all-zero
ULokiGameplayStatics,RespawnPlayer,0x537BFA0,DARK,no,page 0x537B000 all-zero
ULokiGameplayStatics,RespawnPlayerInRandomRadius,0x537C2D0,DARK,no,page 0x537C000 all-zero
ULokiGameplayStatics,RespawnTeamInRandomRadius,0x537C5E0,DARK,no,page 0x537C000 all-zero
ULokiGameplayStatics,RespawnTeamInRandomRadiusAsync,0x537C930,DARK,no,page 0x537C000 all-zero
ULokiGameplayStatics,RevokeContinuousAudioToPlayersWithoutVisionNearActor,0x537CAC0,DARK,no,page 0x537C000 all-zero
ULokiGameplayStatics,SendAttachedAudioToPlayersWithoutVisionNearActor,0x537CBC0,DARK,no,page 0x537C000 all-zero
ULokiGameplayStatics,SendAudioToPlayersWithoutVisionNearActor,0x537CCC0,DARK,no,page 0x537C000 all-zero
ULokiGameplayStatics,SendContinuousAudioToPlayersWithoutVisionNearActor,0x537CF00,DARK,no,page 0x537C000 all-zero
ULokiGameplayStatics,SendStatusUpdateToAll,0x537D000,DARK,no,page 0x537D000 all-zero
ULokiGameplayStatics,SendStatusUpdateToTeam,0x537D0F0,DARK,no,page 0x537D000 all-zero
ULokiGameplayStatics,ServerDrawDebugBox,0x537D220,DARK,no,page 0x537D000 all-zero
ULokiGameplayStatics,ServerDrawDebugCapsule,0x537D410,DARK,no,page 0x537D000 all-zero
ULokiGameplayStatics,ServerDrawDebugLine,0x537D640,DARK,no,page 0x537D000 all-zero
ULokiGameplayStatics,ServerDrawDebugSlice,0x537D800,DARK,no,page 0x537D000 all-zero
ULokiGameplayStatics,ServerDrawDebugSphere,0x537DAB0,DARK,no,page 0x537D000 all-zero
ULokiGameplayStatics,ServerTravel,0x537DC60,DARK,no,page 0x537D000 all-zero
ULokiGameplayStatics,SetActorNetRelevancyDistance,0x537DE50,DARK,no,page 0x537D000 all-zero
ULokiGameplayStatics,ShouldAnonymizePlayerName,0x537DF10,DARK,no,page 0x537D000 all-zero
ULokiGameplayStatics,ShouldSuppressAttachedAudioIfPlayedInFog,0x537E0D0,REAL,no,impl 0x537E0D0: 405356574883ec2033ff498bf048897c
ULokiGameplayStatics,ShouldSuppressAudioIfPlayedInFog,0x537E1D0,REAL,no,impl 0x537E1D0: 48895c24084889742420574883ec6033
ULokiGameplayStatics,Smoothstep,0x537E300,REAL,no,impl 0x537E300: 48895c2408574883ec20498bf8c74424
ULokiGameplayStatics,SortArmoryItems,0x537E380,REAL,no,impl 0x537E380: 48895c2408574883ec3033ff488bda48
ULokiGameplayStatics,SortLootTableResults,0x537E440,REAL,no,impl 0x537E440: 48895c240848896c2418565741564883
ULokiGameplayStatics,SortVectorArray,0x537E5E0,REAL,no,impl 0x537E5E0: 48895c2408488974241855574156488b
ULokiGameplayStatics,SortVectorArrayDirectly,0x537E770,REAL,no,impl 0x537E770: 48895c24084889742418574883ec5033
ULokiGameplayStatics,SpawnActorFromClass,0x537E8C0,REAL,no,impl 0x537E8C0: 40555356574156488d6c24c94881ec00
ULokiGameplayStatics,SpawnActorOnGround,0x537EB40,REAL,no,impl 0x537EB40: 488bc448895808488970205557415648
ULokiGameplayStatics,SpawnObjectFromClass,0x537EE00,REAL,no,impl 0x537EE00: 405356574883ec2033ff498bf048897c
ULokiGameplayStatics,SpawnPoolableActorFromClass,0x537EEE0,REAL,no,impl 0x537EEE0: 48895c24084889742420555741544156
ULokiGameplayStatics,SpawnPoolableActorFromClassDeferred,0x537F1A0,REAL,no,impl 0x537F1A0: 48895c24084889742420555741544156
ULokiGameplayStatics,SpawnProjectiles,0x537F460,REAL,no,impl 0x537F460: 488bc44889580855565741564157488d
ULokiGameplayStatics,TeamHasDeadMembers,0x537F9C0,REAL,no,impl 0x537F9C0: 48895c24084889742420574883ec2033
ULokiGameplayStatics,TeamHasKnockedMembers,0x537FA90,REAL,no,impl 0x537FA90: 48895c24084889742420574883ec2033
ULokiGameplayStatics,TeamHasKnockedOrDeadMembers,0x537FB60,REAL,no,impl 0x537FB60: 48895c24084889742420574883ec2033
ULokiGameplayStatics,UnregisterTimelinesFromSignificanceManager,0x537FC30,REAL,no,impl 0x537FC30: 48895c2408574883ec2033ff488bda48
ULokiGameplayStatics,VerticalToHorizontalFOV,0x537FCB0,REAL,no,impl 0x537FCB0: 405356574883ec20498bf0c744245800
ULokiGameplayStatics,WillItKill,0x537FDC0,REAL,no,impl 0x537FDC0: 48895c24084889742420574883ec2033
ULokiTargetDataFilterLibrary,BuildTargetDataFilterClass,0x5387950,REAL,no,impl 0x5387950: 48895c2408488974241048897c24184c
ULokiTargetDataFilterLibrary,BuildTargetDataFilterClasses,0x5387AE0,REAL,no,impl 0x5387AE0: 488bc455488d68a14881ecd000000048
ULokiTargetDataFilterLibrary,BuildTargetDataFilterCommon,0x5387D00,REAL,no,impl 0x5387D00: 48895c240848897c241855488d6c24a9
ULokiGameplayUsableSpell,InitializeLocalSpellInput,0x5389430,REAL,no,impl 0x5389430: 48895c24084889742418574883ec2033
ALokiGameState,AddTeamScore,0x5387770,REAL,no,impl 0x5387770: 48895c24084889742418574883ec2033
ALokiGameState,AuthHandlePlayerPawnUpdated,0x2C2CE30,STRIPPED,no,wrapper-hides-stub 0x2C2CE30 -> call 0xF7EC20 -> fold: void_ret (c2 00 00)
ALokiGameState,AuthSetDeathCircle,0x5387840,REAL,no,impl 0x5387840: 48895c24084889742418574883ec2033
ALokiGameState,BP_AuthSetCurrentPhase,0x53878D0,REAL,no,impl 0x53878D0: 48895c2408574883ec20488bdac64424
ALokiGameState,ClientDebugSphere,0x5387F20,REAL,no,impl 0x5387F20: 48895c2418574883ec50488bda488bf9
ALokiGameState,GameHasGems_BP,0x5388150,REAL,no,impl 0x5388150: 48895c24084889742418574883ec2033
ALokiGameState,GameHasGemsSplit,0x5388080,REAL,no,impl 0x5388080: 48895c2408574883ec2033ff488bda48
ALokiGameState,GetAscendingArmorOverrideForTier,0x53881E0,REAL,no,impl 0x53881E0: 48895c240848896c2418488974242057
ALokiGameState,GetAutomaticRespawnEndPhaseOverride,0x5388280,REAL,no,impl 0x5388280: 40534883ec20488b42204533c94885c0
ALokiGameState,GetBarkManager,0x53882B0,REAL,no,impl 0x53882B0: 488b42204533c94885c0410f95c14c03
ALokiGameState,GetCurrentDay,0x53882D0,REAL,no,impl 0x53882D0: 40534883ec20488b42204533c94885c0
ALokiGameState,GetCurrentPhase,0x5388300,REAL,no,impl 0x5388300: 488b42204533c94885c0410f95c14c03
ALokiGameState,GetDeadTowers,0x5388320,REAL,no,impl 0x5388320: 48895c2410488974241848897c242041
ALokiGameState,GetDeathCircle,0x53883C0,REAL,no,impl 0x53883C0: 488b42204533c94885c0410f95c14c03
ALokiGameState,GetDebugTimeDescription,0x52CD2D0,REAL,no,impl 0x52CD2D0: 48895c2408574883ec304c8b4a2033c0
ALokiGameState,GetEquipmentUpgradeCostForTier,0x53883E0,REAL,no,impl 0x53883E0: 48895c240848896c2418488974242057
ALokiGameState,GetFogOfWarSceneView,0x5388480,REAL,no,impl 0x5388480: 488b42204533c94885c0410f95c14c03
ALokiGameState,GetFrameTimings,0x53884A0,REAL,no,impl 0x53884A0: 40534883ec60488b05db1c95044833c4
ALokiGameState,GetGameAugmentClassNative,0x5388510,REAL,no,impl 0x5388510: 48895c2410574883ec20488b42204533
ALokiGameState,GetHeightMap,0x5388590,REAL,no,impl 0x5388590: 40534883ec20488b42204533c94885c0
ALokiGameState,GetHeroCharacterGridIfExists,0x53885C0,REAL,no,impl 0x53885C0: 40534883ec20488b42204533c94885c0
ALokiGameState,GetIsMatchPoint,0x53885F0,REAL,no,impl 0x53885F0: 40534883ec20488b42204533c94885c0
ALokiGameState,GetLocalAlliedPlayerStates,0x5388620,REAL,no,impl 0x5388620: 48895c2408574883ec304c8b4a2033c0
ALokiGameState,GetLocalEnemyPlayerStates,0x53886A0,REAL,no,impl 0x53886A0: 48895c2408574883ec304c8b4a2033c0
ALokiGameState,GetLokiBotManager,0x5388720,REAL,no,impl 0x5388720: 488b42204533c94885c0410f95c14c03
ALokiGameState,GetLokiPlayerStates,0x5388740,REAL,no,impl 0x5388740: 48895c2408574883ec304c8b4a2033c0
ALokiGameState,GetMaximumPlayersOnAnyTeam,0x53887C0,REAL,no,impl 0x53887C0: 40534883ec20488b42204533c94885c0
ALokiGameState,GetNumRemainingPlayers,0x53887F0,REAL,no,impl 0x53887F0: 40534883ec20488b42204533c94885c0
ALokiGameState,GetNumRemainingTeams,0x5388820,REAL,no,impl 0x5388820: 40534883ec20488b42204533c94885c0
ALokiGameState,GetNumTeams,0x5388850,REAL,no,impl 0x5388850: 488b42204533c94885c0410f95c14c03
ALokiGameState,GetOrCreateHeroCharacterGrid,0x5388870,REAL,no,impl 0x5388870: 40534883ec20488b42204533c94885c0
ALokiGameState,GetOrCreateTeamState,0x53888A0,REAL,no,impl 0x53888A0: 48895c240848896c2418488974242057
ALokiGameState,GetPlayerStatesOnTeam,0x5388940,REAL,no,impl 0x5388940: 48895c240848896c2418488974242057
ALokiGameState,GetPlayerTeams,0x5388A20,REAL,no,impl 0x5388A20: 48895c2408574883ec304c8b4a2033c0
ALokiGameState,GetPreventMovement,0x5388AA0,REAL,no,impl 0x5388AA0: 40534883ec20488b42204533c94885c0
ALokiGameState,GetPreventWeaponFire,0x5388AD0,REAL,no,impl 0x5388AD0: 40534883ec20488b42204533c94885c0
ALokiGameState,GetRandomStream,0x5388B00,REAL,no,impl 0x5388B00: 48895c24084889742420574883ec2049
ALokiGameState,GetRegisteredScoreboardRows,0x5388BA0,REAL,no,impl 0x5388BA0: 48895c2408574883ec304c8b4a2033c0
ALokiGameState,GetRemainingTeams,0x5388C20,REAL,no,impl 0x5388C20: 48895c2420574881ec80000000488b05
ALokiGameState,GetRoundTime,0x5388CF0,REAL,no,impl 0x5388CF0: 40534883ec20488b42204533c94885c0
ALokiGameState,GetTeamColorForActorRaw_BP,0x5388D20,REAL,no,impl 0x5388D20: 48895c24084889742420574883ec3033
ALokiGameState,GetTeamColorRaw_BP,0x5388E00,REAL,no,impl 0x5388E00: 405356574883ec3033ff498bf048897c
ALokiGameState,GetTeamColorSetting,0x5388F10,REAL,no,impl 0x5388F10: 48895c24085556574883ec2033ff498b
ALokiGameState,GetTeamSpawnLocation,0x5388FA0,REAL,no,impl 0x5388FA0: 48895c240848896c2418488974242057
ALokiGameState,GetTeamState,0x5389080,REAL,no,impl 0x5389080: 48895c240848896c2418488974242057
ALokiGameState,GetTeamStates,0x5389120,REAL,no,impl 0x5389120: 48895c240848896c2420565741564883
ALokiGameState,GetTeamToSpectateForTeam,0x5389250,REAL,no,impl 0x5389250: 48895c2410488974241848897c242041
ALokiGameState,GetTimeUntilDayNightChange,0x53892F0,REAL,no,impl 0x53892F0: 40534883ec20488b42204533c94885c0
ALokiGameState,GetTrainingStatus,0x5389320,REAL,no,impl 0x5389320: 48895c2418565741564883ec2033ffc6
ALokiGameState,GetVisibilityManager,0x5389410,REAL,no,impl 0x5389410: 488b42204533c94885c0410f95c14c03
ALokiGameState,IsArenaBP,0x53894C0,REAL,no,impl 0x53894C0: 48895c24084889742418574883ec2033
ALokiGameState,IsArenaSplit,0x5389550,REAL,no,impl 0x5389550: 48895c2408574883ec2033ff488bda48
ALokiGameState,IsAssetEnabled,0x5389620,REAL,no,impl 0x5389620: 488bc448895808488968104889701848
ALokiGameState,IsAssetIDEnabled,0x5389740,REAL,no,impl 0x5389740: 48895c240848896c2410488974241857
ALokiGameState,IsBarracudaBP,0x53897F0,REAL,no,impl 0x53897F0: 48895c24084889742418574883ec2033
ALokiGameState,IsBarracudaSplit,0x5389880,REAL,no,impl 0x5389880: 48895c2408574883ec2033ff488bda48
ALokiGameState,IsBarracudaSplitSilent,0x5389950,REAL,no,impl 0x5389950: 48895c2408574883ec2033ff488bda48
ALokiGameState,IsBattleRoyaleBP,0x5389A20,REAL,no,impl 0x5389A20: 48895c24084889742418574883ec2033
ALokiGameState,IsBattleRoyaleSoloModeBP,0x5389AB0,REAL,no,impl 0x5389AB0: 48895c24084889742418574883ec2033
ALokiGameState,IsDebugTarget,0x529EFE0,DARK,no,page 0x529E000 all-zero
ALokiGameState,IsMainMenuBP,0x5389B40,REAL,no,impl 0x5389B40: 48895c24084889742418574883ec2033
ALokiGameState,IsMenuArtDebugBP,0x5389BD0,REAL,no,impl 0x5389BD0: 48895c24084889742418574883ec2033
ALokiGameState,IsPracticeBP,0x5389C60,REAL,no,impl 0x5389C60: 48895c24084889742418574883ec2033
ALokiGameState,IsPracticeSplit,0x5389CF0,REAL,no,impl 0x5389CF0: 48895c2408574883ec2033ff488bda48
ALokiGameState,IsTutorialBP,0x5389DC0,REAL,no,impl 0x5389DC0: 48895c24084889742418574883ec2033
ALokiGameState,MulticastLookAtTheLoserEnd,0x5389E50,REAL,no,impl 0x5389E50: 48895c24184889742420574883ec2033
ALokiGameState,MulticastLookAtTheLoserStart,0x5389F20,REAL,no,impl 0x5389F20: 405356574883ec2033ff488bda48897c
ALokiGameState,MulticastPlayerKilled,0x538A030,REAL,no,impl 0x538A030: 48895c2408488974241048897c241855
ALokiGameState,NotifyNewDeathCirclePhase,0x538A1C0,REAL,no,impl 0x538A1C0: 48895c24084889742418574883ec2033
ALokiGameState,OnRep_bIsSuddenDeath,0x538A570,REAL,no,impl 0x538A570: 488b42204533c04885c0410f95c04c03
ALokiGameState,OnRep_CurrentPhase,0x380B180,REAL,no,impl 0x380B180: 488b42204533c04885c0410f95c04c03
ALokiGameState,OnRep_CurrentPhase_Internal,0x538A250,REAL,no,impl 0x538A250: 488b42204533c04885c0410f95c04c03
ALokiGameState,OnRep_DayNightState,0x538A270,REAL,no,impl 0x538A270: 48895c2408574883ec20488bdac64424
ALokiGameState,OnRep_DeathCircle,0x538A2F0,REAL,no,impl 0x538A2F0: 488b42204533c04885c0410f95c04c03
ALokiGameState,OnRep_DeathCirclePhase,0x538A310,REAL,no,impl 0x538A310: 48895c24084889742418574883ec2033
ALokiGameState,OnRep_DeathCircleRegenerated,0x538A3A0,REAL,no,impl 0x538A3A0: 488b42204533c04885c0410f95c04c03
ALokiGameState,OnRep_EndGamePhase,0x538A3C0,REAL,no,impl 0x538A3C0: 488b42204533c04885c0410f95c04c03
ALokiGameState,OnRep_MatchStartDetails,0x538A3E0,REAL,no,impl 0x538A3E0: 488bc44889580848897010574883ec60
ALokiGameState,OnRep_ReplicatedNumRemainingPlayers,0x538A510,REAL,no,impl 0x538A510: 488b42204533c04885c0410f95c04c03
ALokiGameState,OnRep_TeamScores,0x538A530,REAL,no,impl 0x538A530: 488b42204533c04885c0410f95c04c03
ALokiGameState,OnRep_TeamStates,0x538A550,REAL,no,impl 0x538A550: 488b42204533c04885c0410f95c04c03
ALokiGameState,OnRowEndPlay,0x538A590,REAL,no,impl 0x538A590: 48895c24084889742418574883ec2033
ALokiGameState,RegisterWithSignificanceManager,0x538A660,REAL,no,impl 0x538A660: 48895c24084889742418574883ec3033
ALokiGameState,SetArmoryFullyUnlocked,0x538A770,REAL,no,impl 0x538A770: 48895c24084889742418574883ec2033
ALokiGameState,SetGameplayContentBlacklist,0x538A800,REAL,no,impl 0x538A800: 48895c24084889742410574883ec3033
ALokiGameState,SetLokiDayNightState,0x538A8B0,REAL,no,impl 0x538A8B0: 48895c2408574883ec20488bdac64424
ALokiGameState,SetLootTableOverrides,0x538A930,REAL,no,impl 0x538A930: 48895c2418555657488bec4881ec8000
ALokiGameState,SetNumTeams,0x52FD8F0,STRIPPED,no,wrapper-hides-stub 0x52FD8F0 -> call 0xF7EC20 -> fold: void_ret (c2 00 00)
ALokiGameState,SetPlayerTeam,0x538AA70,STRIPPED,no,wrapper-hides-stub 0x538AA70 -> call 0xF7EB60 -> fold: xor al;al; ret (LokiIsServer FALSE)
ALokiGameState,SetSharedMatchStartDetails,0x538AB40,REAL,no,impl 0x538AB40: 488bc44889580848897010574883ec60
ALokiGameState,ShouldPlayAudioPulse,0x538AC70,REAL,no,impl 0x538AC70: 48895c24084889742420574883ec2049
ALokiGameState,UnregisterFromSignificanceManager,0x538AD50,REAL,no,impl 0x538AD50: 48895c24084889742418574883ec2033
ALokiGameStateBase,uncher,0x2928F20,REAL,YES,impl 0x2928F20: 40534883ec400f101148634908498bd8
ULokiGameStateTrainComponent,OnRep_TrainState,0x53919D0,REAL,no,impl 0x53919D0: 48895c24084889742410574883ec3033
ULokiGameStateTrainComponent,SetTrainReward,0x5393700,REAL,no,impl 0x5393700: 48895c24084889742418574883ec3033
ULokiGameStateTrainComponent,SetTrainStarCount,0x53937F0,REAL,no,impl 0x53937F0: 48895c24084889742418574883ec2033
ULokiGameStateTrainComponent,SetTrainUnlock,0x53938C0,REAL,no,impl 0x53938C0: 48895c24084889742418574883ec2033
ULokiGameUserSettings,GetADSPanDistance,0x5390B90,REAL,no,impl 0x5390B90: 40534883ec20488b42204533c94885c0
ULokiGameUserSettings,GetAvailableMonitors,0x5390BC0,REAL,no,impl 0x5390BC0: 48895c240848896c2418565741564883
ULokiGameUserSettings,GetCameraDeadzone,0x5390D40,REAL,no,impl 0x5390D40: 40534883ec20488b42204533c94885c0
