path,file_size,streams,nmodules,game_base,game_size,nthreads,n_mem,n_mem64,n_ranges,bytes_captured,bytes_in_stacks,bytes_in_image,ranges_in_image,n_meminfo,meminfo_bytes,residual,max_range_end_rva,C1,C2,C4
dumps\crashpad-20260809-005727-s112ship-03\reports\46b248c4-206b-4eec-8940-7de67956a9f9.dmp,43773616,3 4 5 6 7 12 14 15 16 24 1129316353,220,0x7ff6a5280000,0xa9e1000,138,725,0,725,40967958,40062976,0,0,43842,2104432,2805658,43773616,1,1,1
dumps\crashpad-20260809-005739\reports\46b248c4-206b-4eec-8940-7de67956a9f9.dmp,43773616,3 4 5 6 7 12 14 15 16 24 1129316353,220,0x7ff6a5280000,0xa9e1000,138,725,0,725,40967958,40062976,0,0,43842,2104432,2805658,43773616,1,1,1
dumps\crashpad-20260809-010020-s112ship-04\reports\8d9f2552-32e5-4590-9f8c-bedc22ef8556.dmp,41341504,3 4 5 6 7 12 14 15 16 24 1129316353,220,0x7ff6a5280000,0xa9e1000,124,697,0,697,38634918,37814272,0,0,42516,2040784,2706586,41341504,1,1,1
dumps\crashpad-20260809-010132\reports\8d9f2552-32e5-4590-9f8c-bedc22ef8556.dmp,41341504,3 4 5 6 7 12 14 15 16 24 1129316353,220,0x7ff6a5280000,0xa9e1000,124,697,0,697,38634918,37814272,0,0,42516,2040784,2706586,41341504,1,1,1
dumps\crashpad-20260809-012451-s112ship-07\reports\c196f23e-b89c-48e2-8904-034e329640d9.dmp,43663616,3 4 5 6 7 12 14 15 16 24 1129316353,220,0x7ff628720000,0xa9e1000,137,723,0,723,40880014,39981056,0,0,43594,2092528,2783602,43663616,1,1,1
dumps\crashpad-20260809-012501\reports\c196f23e-b89c-48e2-8904-034e329640d9.dmp,43663616,3 4 5 6 7 12 14 15 16 24 1129316353,220,0x7ff628720000,0xa9e1000,137,723,0,723,40880014,39981056,0,0,43594,2092528,2783602,43663616,1,1,1
dumps\crashpad-20260812-204012-s114-fk13-stage-death\reports\27517e1c-65de-4803-a045-16f47d5d8b4c.dmp,43620032,3 4 5 6 7 12 14 15 16 24 1129316353,220,0x7ff7c7ef0000,0xa9e1000,136,721,0,721,40816646,39923712,0,0,43724,2098768,2803386,43620032,1,1,1
dumps\crashpad-20260812-204026\reports\27517e1c-65de-4803-a045-16f47d5d8b4c.dmp,43620032,3 4 5 6 7 12 14 15 16 24 1129316353,220,0x7ff7c7ef0000,0xa9e1000,136,721,0,721,40816646,39923712,0,0,43724,2098768,2803386,43620032,1,1,1
dumps\crashpad-20260814-022942\reports\7848386a-e443-4df6-b60d-925bd2555f5e.dmp,44148848,3 4 5 6 7 12 14 15 16 24 1129316353,221,0x7ff7c7ef0000,0xa9e1000,140,731,0,731,41263002,40345600,0,0,45481,2183104,2885846,44148848,1,1,1
dumps\crashpad-20260814-155319\reports\bf1d39c0-4304-45a5-bf2e-42ec00a6c339.dmp,41364880,3 4 5 6 7 12 14 15 16 24 1129316353,220,0x7ff7bff50000,0xa9e1000,125,699,0,699,38613058,37785600,0,0,42195,2025376,2751822,41364880,1,1,1
dumps\crashpad-20260814-155530\reports\271d081e-c5de-43b4-aab6-c4e15da9877f.dmp,41231184,3 4 5 6 7 12 14 15 16 24 1129316353,220,0x7ff7bff50000,0xa9e1000,124,697,0,697,38660322,37838848,0,0,40078,1923760,2570862,41231184,1,1,1
dumps\crashpad-20260815-161345\reports\e8ad47c2-811e-4662-9893-c500041c5079.dmp,7773712,3 4 5 6 7 12 14 15 16 24 1129316353,182,0x7ff7bff50000,0xa9e1000,141,655,0,655,6515236,5607424,0,0,17449,837568,1258476,7773712,1,1,1
dumps\crashpad-20260815-180638\reports\e8ad47c2-811e-4662-9893-c500041c5079.dmp,7773712,3 4 5 6 7 12 14 15 16 24 1129316353,182,0x7ff7bff50000,0xa9e1000,141,655,0,655,6515236,5607424,0,0,17449,837568,1258476,7773712,1,1,1
dumps\crashpad-20260815-195628\reports\e8ad47c2-811e-4662-9893-c500041c5079.dmp,7773712,3 4 5 6 7 12 14 15 16 24 1129316353,182,0x7ff7bff50000,0xa9e1000,141,655,0,655,6515236,5607424,0,0,17449,837568,1258476,7773712,1,1,1
dumps\crashpad-20260815-200514\reports\e8ad47c2-811e-4662-9893-c500041c5079.dmp,7773712,3 4 5 6 7 12 14 15 16 24 1129316353,182,0x7ff7bff50000,0xa9e1000,141,655,0,655,6515236,5607424,0,0,17449,837568,1258476,7773712,1,1,1
dumps\crashpad-20260815-200837-s121-stats-test\reports\d5ac2037-1e6a-4f2d-b5d4-4a8e2e8c65e9.dmp,41271200,3 4 5 6 7 12 14 15 16 24 1129316353,221,0x7ff7bff50000,0xa9e1000,127,703,0,703,38684398,37851136,0,0,40439,1941088,2586802,41271200,1,1,1
dumps\crashpad-20260815-200837-s121-stats-test\reports\e8ad47c2-811e-4662-9893-c500041c5079.dmp,7773712,3 4 5 6 7 12 14 15 16 24 1129316353,182,0x7ff7bff50000,0xa9e1000,141,655,0,655,6515236,5607424,0,0,17449,837568,1258476,7773712,1,1,1
dumps\crashpad-20260815-201428\reports\d5ac2037-1e6a-4f2d-b5d4-4a8e2e8c65e9.dmp,41271200,3 4 5 6 7 12 14 15 16 24 1129316353,221,0x7ff7bff50000,0xa9e1000,127,703,0,703,38684398,37851136,0,0,40439,1941088,2586802,41271200,1,1,1
dumps\crashpad-20260815-201428\reports\e8ad47c2-811e-4662-9893-c500041c5079.dmp,7773712,3 4 5 6 7 12 14 15 16 24 1129316353,182,0x7ff7bff50000,0xa9e1000,141,655,0,655,6515236,5607424,0,0,17449,837568,1258476,7773712,1,1,1
dumps\crashpad-20260819-193650-s127-fk31-staging-death\reports\c82826bf-3edd-4997-8000-8c5da1979c2c.dmp,42197552,3 4 5 6 7 12 14 15 16 24 1129316353,220,0x7ff7b86d0000,0xa9e1000,122,693,0,693,38962844,38154240,0,0,50018,2400880,3234708,42197552,1,1,1
dumps\crashpad-20260819-193711\reports\c82826bf-3edd-4997-8000-8c5da1979c2c.dmp,42197552,3 4 5 6 7 12 14 15 16 24 1129316353,220,0x7ff7b86d0000,0xa9e1000,122,693,0,693,38962844,38154240,0,0,50018,2400880,3234708,42197552,1,1,1
dumps\crashpad-20260819-205709-s128-fk31-longpark\reports\c542a1e1-aa1e-4b1c-a43b-d3c47c027a91.dmp,42001216,3 4 5 6 7 12 14 15 16 24 1129316353,220,0x7ff7b86d0000,0xa9e1000,121,691,0,691,38940436,38137856,0,0,48047,2306272,3060780,42001216,1,1,1
dumps\crashpad-20260819-205716\reports\c542a1e1-aa1e-4b1c-a43b-d3c47c027a91.dmp,42001216,3 4 5 6 7 12 14 15 16 24 1129316353,220,0x7ff7b86d0000,0xa9e1000,121,691,0,691,38940436,38137856,0,0,48047,2306272,3060780,42001216,1,1,1
dumps\crashpad-20260820-010158-s130-cdopoke-att1\reports\a55d2d2e-a45e-497f-9396-e5685b494d92.dmp,41292688,3 4 5 6 7 12 14 15 16 24 1129316353,220,0x7ff7c4050000,0xa9e1000,123,695,0,695,38682930,37867520,0,0,43020,2064976,2609758,41292688,1,1,1
dumps\crashpad-20260820-010212\reports\a55d2d2e-a45e-497f-9396-e5685b494d92.dmp,41292688,3 4 5 6 7 12 14 15 16 24 1129316353,220,0x7ff7c4050000,0xa9e1000,123,695,0,695,38682930,37867520,0,0,43020,2064976,2609758,41292688,1,1,1
dumps\crashpad-20260820-021954\reports\f24e021c-eb1f-4996-bc14-07f2e12587cb.dmp,41311888,3 4 5 6 7 12 14 15 16 24 1129316353,221,0x7ff630e90000,0xa9e1000,124,698,0,698,38723302,37908480,0,0,39399,1891168,2588586,41311888,1,1,1
dumps\crashpad-20260820-143225\reports\4c2b7a2d-6169-4fe6-bcb6-fdaa185824d7.dmp,41496016,3 4 5 6 7 12 14 15 16 24 1129316353,220,0x7ff7a5a20000,0xa9e1000,123,695,0,695,38673956,37859328,0,0,44081,2115904,2822060,41496016,1,1,1
dumps\s109-sentry-20260804-1410\reports\41cdafa3-ceff-4d83-8d11-69fa9b75b54a.dmp,43804912,3 4 5 6 7 12 14 15 16 24 1129316353,221,0x7ff6eaa10000,0xa9e1000,136,723,0,723,40902594,40009728,0,0,44804,2150608,2902318,43804912,1,1,1
